symbol,set,direction,entry_time,entry_price,fill_entry,size,entry_fee,initial_sl,tp1,tp2,tp3,initial_rr,exit_price,exit_time,pnl,reason
BTC/USDT,Set 5,LONG,1776446100000,77499.63,77526.75487050001,0.016168936710201462,0.9401438946363132,77083.23952857411,75728.89,75177.76,74786.72,6.515302789494325,74760.54464800001,1776446400000,-45.63327690084005,TP3
BTC/USDT,Set 5,LONG,1777266000000,78924.22,78951.843477,0.11050280645886093,6.54330020948191,78867.42272388245,79160.0,78149.99,78339.35,10.297500865878602,78311.93122750001,1777266300000,-77.20236559204078,TP3
BTC/USDT,Set 5,LONG,1777875600000,79821.44,79849.377504,0.20493177622176298,12.272756071572603,79794.58113576837,80395.96,79447.0,79199.48,23.15660091343411,79171.760182,1777875900000,-151.03392847662096,TP3
BTC/USDT,Set 5,LONG,1778542200000,81625.16,81653.72880600001,0.05860829379594485,3.5891892955473406,81557.01443201219,81932.18,81744.85,81049.51,8.447357869303538,81021.1426715,1778542500000,-40.636177222048836,TP3
BTC/USDT,Set 5,LONG,1786141200000,64909.55,64932.26834250001,0.5325346266640438,25.934010960167065,64902.81328558244,65102.0,65136.17,64987.26,11.535296760891411,65010.407680876226,1786142100000,15.64668350224554,SL
BTC/USDT,Set 5,LONG,1787639100000,80780.0,80808.273,0.006664693775431425,0.4039217955498475,80218.23367457256,80880.17,79118.42,77400.0,6.016736580691662,77372.91,1787639400000,-23.28239246619542,TP3
BTC/USDT,Set 5,SHORT,1774191900000,68790.06,68765.983479,0.0914870271146814,4.7183965463332544,68899.36511478381,70383.17,68542.1,69718.23,8.491551395703368,69742.6313805,1774192200000,-94.13602255214434,TP3
BTC/USDT,Set 5,SHORT,1774782300000,66682.0,66658.6613,0.11638050189860295,5.818326343487237,66759.83640409431,66702.39,66385.88,66124.4,7.16374306454825,66299.81697502044,1774782600000,35.975478163083636,SL
BTC/USDT,Set 5,SHORT,1778719200000,79587.51,79559.6543715,0.26651055624020037,15.902615805619915,79622.84966792527,79442.0,79400.0,80412.15,23.334684461202354,80440.2942525,1778719500000,-250.77846520663203,TP3
BTC/USDT,Set 5,SHORT,1779507300000,75648.21,75621.73312650001,0.053220463818307626,3.018467783802457,75778.0587350211,76767.0,77184.45,76516.74,6.68878291235502,76543.52085900001,1779507600000,-52.113231927477834,TP3
BTC/USDT,Set 5,SHORT,1780332300000,71344.0,71319.02960000001,0.020984026628785683,1.1224203121991658,71648.4924455063,72939.24,73456.48,73373.37,6.664763050609086,73399.0506795,1780332600000,-44.80237344615294,TP3
BTC/USDT,Set 5,SHORT,1782690000000,59813.99,59793.0551035,0.17298854073342665,7.757635011260876,59848.33593889928,59270.26,59808.0,59556.0,7.511513974229073,59576.844600000004,1782691500000,29.672355935062093,TP3
BTC/USDT,Set 6,LONG,1785871380000,64285.69,64308.18999150001,0.2715177922499171,13.095613327560224,64248.860001062785,64400.0,64097.74,64023.61,7.115938299285875,64001.20173650001,1785871440000,-96.38587199188267,TP3
BTC/USDT,Set 6,LONG,1787242740000,72328.0,72353.31480000001,0.05166442121734025,2.8035690992235143,72153.09934172942,72508.0,72322.0,69894.5,13.91361258478111,69870.03692500001,1787242800000,-131.00446039732483,TP3
BTC/USDT,Set 6,LONG,1787639760000,80651.09,80679.3178815,0.336167348495954,20.341314278014547,80628.10711153485,80748.0,80880.17,79118.42,66.68744019377786,79090.72855300001,1787639820000,-553.9726527920164,TP3
BTC/USDT,Set 6,SHORT,1786708680000,62900.0,62877.985,0.3235064671235457,15.256076090397976,62930.91128313111,62871.88,62850.29,63382.5,15.60918703871108,63404.683875,1786708740000,-185.7743612488115,TP3
BTC/USDT,Set 6,SHORT,1787693400000,78466.47,78439.0067355,0.09916272568853664,5.833669281145249,78548.58005023285,78850.0,78120.74,79067.72,7.322489735360919,79095.393702,1787693460000,-70.97160682624335,TP3
ETH/USDT,Set 1,LONG,1713052800000,3007.01,3008.0624535000006,0.09182382583911568,0.20715885213252533,2898.1058032012197,2614.43,2029.11,2030.0,8.971279608307443,2029.2895,1713139200000,-90.01443006243979,TP3
ETH/USDT,Set 2,LONG,1552392000000,133.86,133.90685100000002,1.3967976571264549,0.14028058181248598,126.70076691496436,136.49,130.05,1440.0,182.44132918791476,131.61965461339855,1553184000000,-3.332635073089861,SL
ETH/USDT,Set 2,LONG,1602921600000,367.79,367.91872650000005,0.5820814486386829,0.16061899897681456,350.6675274103337,381.79,488.84,239.15,7.512933621376413,239.06629750000002,1602936000000,-75.10697557551016,TP3
ETH/USDT,Set 3,LONG,1552888800000,136.83,136.87789050000003,11.1430497771692,1.1439278604265617,135.9325796168937,141.41,136.49,130.05,7.554987748920718,130.00448250000002,1552892400000,-77.6772122976076,TP3
ETH/USDT,Set 3,LONG,1558857600000,248.81,248.8970835,1.2199809692990886,0.22773727888803463,241.24985921983446,252.0,262.0,166.24,10.921754290161777,166.18181600000003,1558861200000,-101.06310621020606,TP3
ETH/USDT,Set 3,LONG,1603645200000,407.87,408.0127545,1.2629917386120666,0.38648755363639004,401.3675055150029,409.19,381.79,488.84,12.45214435580349,401.22702688807266,1603702800000,-8.950377729536696,SL
ETH/USDT,Set 3,LONG,1618549200000,2422.77,2423.6179695,0.14667768418237817,0.26661800333179325,2367.389434899679,2161.38,2151.0,2042.34,6.869377358480514,2041.6251809999999,1618552800000,-56.25441323168714,TP3
